relationship_dynamics,communication_pattern,negative_interaction,external_stressors,Divorce_Y_N
-0.7466284471597041,-0.9634010221617668,0.7896285286900073,-0.4968494940950341,1
1.4173895467993063,-0.9143182989376076,0.03039212555732983,-0.40815228034981,1
0.8243983556546824,-0.12482877926238851,-1.3086308762166938,2.845540290040633,1
1.0345210594669292,-0.5547827071786756,-0.8737023636234528,3.162281353768586,1
-0.08211393123628587,0.13823299533313008,-1.0011000533973067,-0.09698084985490217,1
-0.7015219395725771,-0.507754590837785,-0.2599206161789257,1.2572051702811047,1
1.0487469683166943,0.39835783570592764,-1.4746147366186293,3.094849921423174,1
1.8060942636563164,-0.916282594903176,-1.3256245785305147,0.42890342125867154,1
1.705431019571969,-0.17141228901122246,-2.4687234977096795,2.617189763069081,1
-0.516544349028911,-0.11400700609375766,-0.21323738970219308,0.9147519544836286,1
1.4830817851375404,0.7466835306951289,0.6730898763386682,-1.3816276444756939,1
1.4830817851375404,0.7466835306951289,0.6730898763386682,-1.3816276444756939,1
1.446674243557397,0.5438933771991936,0.5616737004067576,-1.0795532460447574,1
1.446674243557397,0.5438933771991936,0.5616737004067576,-1.0795532460447574,1
1.4632444129581679,0.4806684826808248,0.5774770907001585,-1.1446066409249092,1
1.0133535734728134,0.835408984119544,0.9322369106310904,-1.3623000004238428,1
1.0133535734728134,0.835408984119544,0.9322369106310904,-1.3623000004238428,1
1.9364101508722185,0.6576640677119872,-0.06493297191036485,-1.4891257859595064,1
0.8456464457631689,0.657771373965272,0.8350660741893454,0.11141225387171995,1
1.9364101508722185,0.6576640677119872,-0.06493297191036485,-1.4891257859595064,1
0.48661869810208536,0.8591854339142073,1.2073766897009892,-0.31315152613346875,1
0.48661869810208536,0.8591854339142073,1.2073766897009892,-0.31315152613346875,1
2.1298169598195744,0.22912896151759027,-0.21031209898310832,-1.1452093624568218,1
0.6479288011425557,0.657083327191772,0.9655132939792117,0.050167563084593816,1
-0.040116177268643166,0.8829618837088706,1.482516468770888,0.7359969481569059,1
0.6479288011425557,0.657083327191772,0.9655132939792117,0.050167563084593816,1
0.6057325846259418,0.5207518746912253,1.0602501573409353,0.17258192299531905,1
0.6800255070494415,0.4306503277198102,1.061997562628246,0.030764897369216178,1
0.9026531094691705,0.7227203775950239,0.8190733294118684,-0.9184085763668036,1
0.21460813105797208,0.9485989341121225,1.3360765042035447,-0.2325791912944919,1
0.9026531094691705,0.7227203775950239,0.8190733294118684,-0.9184085763668036,1
1.1376647084573766,0.7708540177045655,0.33890662166208974,-0.3594049768301549,1
1.2119576308808764,0.6807524707331503,0.3406540269494003,-0.501222002456258,1
1.0090427377995546,0.4061858311516469,0.9173050033482137,-1.0796282677082847,1
1.825709686868575,0.5449754611874673,-0.1780965531295866,-1.0452343619024669,1
0.3759182340984415,0.746496827389687,1.0942131084817672,0.13073989792357055,1
0.7783006222073346,0.8152433275915962,0.6681244536161057,-0.3595851867982546,1
0.7983797560387331,0.1940853638297637,0.9104248127275959,0.006738061783384628,1
0.7983797560387331,0.1940853638297637,0.9104248127275959,0.006738061783384628,1
0.9399470638367625,0.7701659709310655,0.4693538414519561,-0.4206496676172812,1
-0.11871993536540217,0.5438402777123886,1.4658371562007002,1.1604857064985665,1
-0.5841373113568707,1.0617888841047012,1.739916097775999,0.8971416178348591,1
1.563023784615772,0.09280616399550044,0.2726722459629168,-1.0136052320304718,1
0.10390766705432772,0.8359103275876023,1.2229129229843227,0.2113122327625474,1
-0.5841373113568707,1.0617888841047012,1.739916097775999,0.8971416178348591,1
0.17820058947782727,0.745808780616187,1.2246603282716333,0.06949520713644443,1
0.10390766705432772,0.8359103275876023,1.2229129229843227,0.2113122327625474,1
0.17820058947782727,0.745808780616187,1.2246603282716333,0.06949520713644443,1
-0.5841373113568707,1.0617888841047012,1.739916097775999,0.8971416178348591,1
0.10390766705432772,0.8359103275876023,1.2229129229843227,0.2113122327625474,1
-0.5841373113568707,1.0617888841047012,1.739916097775999,0.8971416178348591,1
0.13600437296121345,0.6094773281156405,1.319397191633357,0.19190956704716972,1
0.7422294192161485,0.7694779241575656,0.5998010612418221,-0.4818943584044072,1
1.0362889092450438,0.11658261379016377,0.5478120250328156,0.035543242259902505,1
0.700033202699535,0.633146471657019,0.6945379246035458,-0.3594799984936819,1
0.6772611615839599,0.31799667373909896,0.9201226405444594,-0.38902053774528605,1
2.2883627173945644,-0.0856267991855562,-0.5940504167886721,-1.2016757083532617,1
2.2883627173945644,-0.0856267991855562,-0.5940504167886721,-1.2016757083532617,1
0.8292465998331185,0.6574773644065453,0.35619026023273404,0.023241756439758017,1
-0.6948377753605144,0.949100277580181,1.6267525165567773,1.3410330418918985,1
-0.6948377753605144,0.949100277580181,1.6267525165567773,1.3410330418918985,1
-0.6205448529370149,0.8589987306087656,1.6284999218440877,1.1992160162657954,1
-0.6948377753605144,0.949100277580181,1.6267525165567773,1.3410330418918985,1
-0.6948377753605144,0.949100277580181,1.6267525165567773,1.3410330418918985,1
1.6873349196003358,0.028251197580522143,-0.320658043006084,-0.010710208436783934,1
0.5572360327890048,0.7468908646044605,0.4848900747352896,0.10381409127873492,1
0.6315289552125044,0.6567893176330453,0.48663748002260016,-0.03800293434736804,1
-0.056516023198693664,0.8826678741501439,1.003640654814277,0.647826450724944,1
0.5893327386958905,0.5204578651324987,0.5813743433843238,0.08441142556335729,1
2.4073520096663055,0.09623448731970935,-1.9208047775714727,2.110071590367767,1
0.4922677751568163,0.29540961418599415,0.8052116540379265,0.19668791193785598,1
